goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillDeque/0-4         	50000000	        37.9 ns/op	      64 B/op	       1 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    372296 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    367813 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    369546 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    370415 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    371405 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    3000	    378634 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    370616 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    369623 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/10000-4     	    5000	    368766 ns/op	  323072 B/op	   10083 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3885558 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3891050 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3882385 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3913883 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3880717 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3854525 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3906822 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3875448 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3874940 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/100000-4    	     500	   3899372 ns/op	 3221760 B/op	  100787 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44566516 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  45003849 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44933511 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  43756326 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44523845 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44232529 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44089335 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44655198 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  44731746 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkFillDeque/1000000-4   	      30	  45008474 ns/op	32187920 B/op	 1007817 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        39.2 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        37.9 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        37.8 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        37.8 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        38.5 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        38.0 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        37.8 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        37.8 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        39.1 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/0-4 	50000000	        38.0 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       465 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       465 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       464 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       473 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       464 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       464 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       471 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       465 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       463 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/1-4 	 3000000	       470 ns/op	     544 B/op	      11 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      3132 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2791 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2773 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2778 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2776 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2771 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2829 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2812 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2770 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/10-4         	  500000	      2773 ns/op	    2576 B/op	      75 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24216 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24274 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24213 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24271 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24278 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24281 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24253 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24306 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24229 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/100-4        	   50000	     24266 ns/op	   20944 B/op	     709 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    225180 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    222870 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    223059 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    223198 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	    5000	    223228 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    223394 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    224182 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    223185 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    223285 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    222429 ns/op	  134176 B/op	    7015 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2267211 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2266588 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2281992 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2295733 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2274802 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2277883 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2279402 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2273277 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2274778 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2270208 ns/op	 1432256 B/op	   70155 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24579024 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24780960 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24620409 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24655616 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24470484 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24530000 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24631671 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24678152 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24691955 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24573450 ns/op	14425488 B/op	  701561 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 263464287 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 258285223 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 257762028 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 257016678 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 256581977 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 259154904 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 259470073 ns/op	144361971 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 259411437 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 259862157 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 257044052 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3536 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3519 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3504 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3534 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3534 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3556 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3508 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3492 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3543 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3592 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35105 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35504 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35535 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35836 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35111 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35272 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35333 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35496 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35081 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35205 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    346389 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    345080 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    345830 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    342374 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    345031 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    343850 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    346650 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    342309 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    344858 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    343052 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3411114 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3459436 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3433725 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3455149 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3433281 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3435322 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3403208 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3406550 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3412052 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3414287 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37567555 ns/op	30115541 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37506172 ns/op	30115458 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37514653 ns/op	30115458 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37770432 ns/op	30115541 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  38747510 ns/op	30115541 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  38706903 ns/op	30115458 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  39879961 ns/op	30115458 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  38192948 ns/op	30115541 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37921875 ns/op	30115541 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37598052 ns/op	30115458 B/op	 1006812 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 393370059 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 391469630 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 389171308 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 390712062 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 390676166 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 393084110 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 392486630 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 392952845 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 393190854 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 392755527 ns/op	319802309 B/op	10077124 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3581 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3571 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3609 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3565 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3595 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3589 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3587 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3569 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3608 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3581 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35370 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     34926 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35502 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     34644 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     34997 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     34938 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35188 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     34994 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     34551 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35127 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    338234 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    339944 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    338594 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    336665 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    335907 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    337065 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    337923 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    337633 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    340038 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    339255 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3366031 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3402454 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3388343 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3392877 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3421049 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3388639 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3376967 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3378388 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3410572 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3401869 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36863365 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36861942 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36679744 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36756786 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36555948 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36671342 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36769101 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36762954 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  37228502 ns/op	30116235 B/op	 1006812 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36759870 ns/op	30116233 B/op	 1006812 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 397949402 ns/op	319815226 B/op	10077132 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 393289524 ns/op	319815226 B/op	10077132 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 392674181 ns/op	319815226 B/op	10077132 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 396809332 ns/op	319815226 B/op	10077132 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 393536540 ns/op	319815226 B/op	10077132 allocs/op
