goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillList/0-4         	30000000	        39.0 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      4812 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      4842 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      5424 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  200000	      5904 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      5331 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      5296 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      5326 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/10-4         	  300000	      5120 ns/op	    4528 B/op	     141 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     51637 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     48978 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     49772 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     48776 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     49692 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     47998 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     51713 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     48939 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     50432 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/100-4        	   30000	     48653 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    519083 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    524066 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    478466 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    477510 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    495076 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    493852 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    492032 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    498907 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    499924 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/1000-4       	    3000	    498014 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5288664 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5212701 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5148939 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5113162 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5137967 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5264399 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5545399 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5900258 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5809072 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/10000-4      	     300	   5117139 ns/op	 4480048 B/op	  140001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  78583445 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  86444312 ns/op	44800052 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  82158641 ns/op	44800052 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  80435614 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  77371960 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  84922470 ns/op	44800052 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  82587061 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  91046177 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  76306077 ns/op	44800052 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/100000-4     	      20	  79785959 ns/op	44800048 B/op	 1400001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 805140958 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 794242565 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 826680420 ns/op	448000096 B/op	14000001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 854720112 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 857838706 ns/op	448000144 B/op	14000002 allocs/op
BenchmarkMicroserviceList/1000000-4    	       1	1023855342 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 883971404 ns/op	448000144 B/op	14000002 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 883922965 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 889964777 ns/op	448000144 B/op	14000002 allocs/op
BenchmarkMicroserviceList/1000000-4    	       2	 902333550 ns/op	448000048 B/op	14000001 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      9562 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      9045 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      8855 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      9009 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      9232 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      8998 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      8885 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      8701 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      9422 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/1-4            	  200000	      9044 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     92439 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     91726 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     88766 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     88541 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   10000	    120618 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     94481 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     96063 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   10000	    102838 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     90491 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/10-4           	   20000	     91956 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    896192 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    974166 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    1000	   1225018 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    917288 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    844230 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    836871 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    874750 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    869047 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    918367 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/100-4          	    2000	    882556 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullList/1000-4         	     200	   9247024 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     200	  10255922 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     100	  10203121 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     200	   9992943 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     200	   9065101 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     100	  10580937 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     200	  11299627 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     100	  11104023 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     100	  10179283 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/1000-4         	     200	   9214597 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  91540495 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  95158148 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  92632570 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  92554002 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  93816159 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  93533550 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  91149419 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	 101087794 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  92942754 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/10000-4        	      20	  95556871 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1508079407 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1701388088 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1708007132 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1732098491 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1740256572 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1456358366 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1695706189 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1867870107 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1786827847 ns/op	640000192 B/op	20000002 allocs/op
BenchmarkRefillFullList/100000-4       	       1	1672827185 ns/op	640000000 B/op	20000000 allocs/op
BenchmarkRefillList/1-4                	  200000	      7320 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7523 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7508 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7710 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7717 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7547 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7807 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7470 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7478 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/1-4                	  200000	      7635 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillList/10-4               	   20000	     70111 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     69077 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     68269 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     68913 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     71100 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     72690 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     73659 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     71511 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     75020 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/10-4               	   20000	     70360 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillList/100-4              	    2000	    719512 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    725611 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    741650 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    702820 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    758884 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    737752 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    733727 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    689659 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    684962 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/100-4              	    2000	    683800 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillList/1000-4             	     200	   6854824 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   6913627 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   6936637 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   6940263 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   7005557 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   7468400 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   7560525 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   7534209 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   7735231 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkRefillList/1000-4             	     200	   7920204 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkRefillList/10000-4            	      20	  75610613 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  72073258 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  72799439 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  71294055 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  73801064 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  73103114 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  73813950 ns/op	64000007 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  71034223 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  69662642 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/10000-4            	      20	  70245598 ns/op	64000002 B/op	 2000000 allocs/op
BenchmarkRefillList/100000-4           	       1	1975597411 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	1999037106 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	2149201790 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	2124095311 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	1823423543 ns/op	640000144 B/op	20000002 allocs/op
BenchmarkRefillList/100000-4           	       1	1987844509 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	1715747076 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	1966236853 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	2131087861 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkRefillList/100000-4           	       1	2037395490 ns/op	640000048 B/op	20000001 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        68.2 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        67.5 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        67.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        67.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        67.8 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        67.2 ns/op	      64 B/op	       2 allocs/op
